Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,2594.0,2640.0,2587.10009765625,2636.39990234375,2602.989013671875,1256497
2022-01-04,2645.0,2678.699951171875,2620.35009765625,2675.300048828125,2641.39599609375,1846249
2022-01-05,2680.949951171875,2695.449951171875,2652.300048828125,2673.64990234375,2639.766845703125,3743882
2022-01-06,2646.35009765625,2654.75,2603.5,2620.39990234375,2587.191650390625,4616700
2022-01-07,2606.050048828125,2618.300048828125,2585.0,2596.699951171875,2563.7919921875,6185361
2022-01-10,2601.89990234375,2665.050048828125,2601.89990234375,2659.64990234375,2625.9443359375,5328083
2022-01-11,2664.0,2729.0,2664.0,2710.949951171875,2676.59423828125,4170007
2022-01-12,2736.0,2752.0,2713.050048828125,2737.5,2702.807861328125,2695634
2022-01-13,2750.0,2762.0,2726.10009765625,2756.0,2721.0732421875,2011413
2022-01-14,2712.0,2731.60009765625,2687.300048828125,2712.449951171875,2678.0751953125,1765906
2022-01-17,2710.60009765625,2733.10009765625,2692.5,2702.699951171875,2668.44873046875,1614989
2022-01-18,2713.0,2713.550048828125,2656.800048828125,2662.5,2628.75830078125,2086266
2022-01-19,2681.0,2698.85009765625,2608.10009765625,2620.25,2587.043701171875,1793748
2022-01-20,2612.64990234375,2630.0,2543.39990234375,2569.300048828125,2536.739501953125,3759429
2022-01-21,2553.5,2605.35009765625,2542.050048828125,2592.949951171875,2560.089599609375,3952946
2022-01-24,2571.64990234375,2601.800048828125,2510.35009765625,2539.800048828125,2507.61328125,2340062
2022-01-25,2500.0,2540.699951171875,2473.800048828125,2530.60009765625,2498.52978515625,4528568
2022-01-27,2505.60009765625,2514.0,2448.60009765625,2503.35009765625,2471.625244140625,6600059
2022-01-28,2513.699951171875,2556.800048828125,2488.699951171875,2516.5,2484.6083984375,4885166
2022-01-31,2541.800048828125,2561.39990234375,2513.14990234375,2521.0,2489.051513671875,3306726
2022-02-01,2552.60009765625,2596.0,2510.300048828125,2565.35009765625,2532.839599609375,2980741
2022-02-02,2583.199951171875,2623.300048828125,2580.699951171875,2612.949951171875,2579.836181640625,4160178
2022-02-03,2613.0,2620.0,2520.0,2527.800048828125,2495.765380859375,4647089
2022-02-04,2546.5,2547.0,2497.0,2503.25,2471.5263671875,4404184
2022-02-07,2488.5,2512.10009765625,2420.0,2428.14990234375,2397.378173828125,3664108
2022-02-08,2441.0,2452.0,2405.0,2414.60009765625,2384.0,6127473
2022-02-09,2432.0,2442.5,2402.5,2435.35009765625,2404.487060546875,7141774
