Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,1499.0,1547.300048828125,1489.1500244140625,1540.4000244140625,1516.9227294921875,997714
2022-01-04,1540.4000244140625,1549.8499755859375,1524.0,1533.25,1509.8817138671875,303354
2022-01-05,1535.0,1559.949951171875,1529.199951171875,1533.449951171875,1510.07861328125,535612
2022-01-06,1529.199951171875,1536.6500244140625,1514.949951171875,1533.300048828125,1509.9310302734375,350756
2022-01-07,1534.0,1545.0,1512.0,1525.8499755859375,1502.594482421875,259201
2022-01-10,1526.0999755859375,1550.0,1526.0999755859375,1539.4000244140625,1515.93798828125,516543
2022-01-11,1545.0,1545.050048828125,1521.25,1525.300048828125,1502.0528564453125,383727
2022-01-12,1531.25,1538.0,1508.5999755859375,1518.449951171875,1495.3072509765625,707506
2022-01-13,1526.4000244140625,1526.4000244140625,1488.0,1498.050048828125,1475.21826171875,721974
2022-01-14,1498.0,1502.449951171875,1477.0999755859375,1484.8499755859375,1462.2193603515625,648098
2022-01-17,1483.0,1500.0,1480.0,1496.25,1473.445556640625,242945
2022-01-18,1503.9000244140625,1518.9000244140625,1455.550048828125,1463.25,1440.9486083984375,619696
2022-01-19,1471.0,1480.0,1447.0,1475.0999755859375,1452.617919921875,438787
2022-01-20,1482.9000244140625,1488.699951171875,1462.0,1473.5,1451.0423583984375,421387
2022-01-21,1470.0,1470.0,1420.0,1432.75,1410.9134521484375,1031971
2022-01-24,1437.0,1455.9000244140625,1405.0,1441.9000244140625,1419.9239501953125,1075305
2022-01-25,1443.199951171875,1490.050048828125,1418.0,1462.3499755859375,1440.062255859375,986255
2022-01-27,1460.0,1460.0,1405.0,1435.550048828125,1413.6707763671875,635964
2022-01-28,1440.5,1486.0,1430.550048828125,1438.4000244140625,1416.477294921875,692577
2022-01-31,1450.6500244140625,1468.050048828125,1446.0,1457.5999755859375,1435.3846435546875,426747
2022-02-01,1463.0999755859375,1492.3499755859375,1445.0999755859375,1467.0999755859375,1444.7398681640625,634634
2022-02-02,1465.0,1501.5999755859375,1463.0,1469.9000244140625,1447.4971923828125,944374
2022-02-03,1475.0,1475.0,1416.0,1422.1500244140625,1400.4749755859375,1160781
2022-02-04,1433.800048828125,1439.0,1409.550048828125,1420.550048828125,1398.8994140625,650058
2022-02-07,1420.550048828125,1429.1500244140625,1396.25,1422.9000244140625,1401.213623046875,711152
2022-02-08,1425.0,1448.0,1410.5,1439.949951171875,1418.003662109375,481143
2022-02-09,1448.0,1460.0,1446.300048828125,1456.3499755859375,1434.1536865234375,258503
2022-02-10,1459.300048828125,1470.0,1440.050048828125,1465.5,1443.164306640625,314990
2022-02-11,1465.4000244140625,1465.4000244140625,1415.0,1424.1500244140625,1402.4444580078125,526337
2022-02-14,1360.0,1393.949951171875,1350.0,1355.199951171875,1334.5452880859375,2111735
2022-02-15,1375.0,1375.0,1303.0,1354.0,1333.3636474609375,2079343
2022-02-16,1370.0,1405.0,1338.0999755859375,1356.0,1335.3331298828125,1449590
2022-02-17,1360.0,1361.9000244140625,1306.0,1309.9000244140625,1289.935791015625,1877489
2022-02-18,1303.0,1338.050048828125,1294.050048828125,1324.050048828125,1303.8701171875,1318749
2022-02-21,1318.0,1347.949951171875,1308.5,1321.8499755859375,1301.70361328125,948243
2022-02-22,1304.0,1353.0,1299.75,1348.5,1327.947509765625,1193620
2022-02-23,1354.0,1366.4000244140625,1335.0,1344.0,1323.51611328125,646286
2022-02-24,1325.0,1346.0,1291.1500244140625,1315.050048828125,1295.00732421875,1566179
2022-02-25,1330.0,1354.0,1328.550048828125,1346.949951171875,1326.4210205078125,1093505
2022-02-28,1347.0,1380.0,1329.3499755859375,1358.75,1338.041259765625,1072920
2022-03-02,1355.0,1394.5999755859375,1348.4000244140625,1386.300048828125,1365.17138671875,1207059
2022-03-03,1404.0,1444.5,1401.0999755859375,1423.75,1402.050537109375,1474839
2022-03-04,1419.699951171875,1419.699951171875,1370.9000244140625,1376.1500244140625,1355.176025390625,1042120
2022-03-07,1377.0,1378.949951171875,1343.050048828125,1350.300048828125,1329.7200927734375,731166
2022-03-08,1353.8499755859375,1378.0,1338.9000244140625,1371.550048828125,1350.646240234375,758890
2022-03-09,1383.8499755859375,1440.0,1383.8499755859375,1425.5,1403.77392578125,931359
2022-03-10,1448.0,1448.0,1381.3499755859375,1390.800048828125,1369.602783203125,746154
2022-03-11,1381.0999755859375,1401.3499755859375,1373.300048828125,1382.0,1360.9368896484375,724301
2022-03-14,1388.0,1389.050048828125,1339.0,1355.949951171875,1335.283935546875,1092885
2022-03-15,1360.0,1378.3499755859375,1328.550048828125,1333.3499755859375,1313.0283203125,644839
2022-03-16,1347.0,1356.9000244140625,1327.050048828125,1331.050048828125,1310.763427734375,790866
